原始名,标准名,拟匹配频道名,分组,来源,输出顺序,是否已维护
cctv6,CCTV-6,CCTV-6,待确认分组,山东移动单播,未排序,否
cctv7,CCTV-7,CCTV-7,待确认分组,山东移动单播,未排序,否
cctv8,CCTV-8,CCTV-8,待确认分组,山东移动单播,未排序,否
cctv9,CCTV-9,CCTV-9,待确认分组,山东移动单播,未排序,否
cgtn,Cgtn,Cgtn,待确认分组,山东移动单播,未排序,否
cgtn1,cgtn1,cgtn1,待标准化,山东移动单播,未排序,否
cgtn阿语,cgtn阿语,cgtn阿语,待标准化,山东移动单播,未排序,否
cgtn法语,cgtn法语,cgtn法语,待标准化,山东移动单播,未排序,否
cgtn记录,cgtn记录,cgtn记录,待标准化,山东移动单播,未排序,否
cgtn西语,cgtn西语,cgtn西语,待标准化,山东移动单播,未排序,否
chc动作电影,chc动作电影,chc动作电影,待标准化,山东移动单播,未排序,否
chc家庭影院,chc家庭影院,chc家庭影院,待标准化,山东移动单播,未排序,否
chc影迷电影,chc影迷电影,chc影迷电影,待标准化,山东移动单播,未排序,否
qtv-1,QTV-1,QTV-1,待确认分组,山东移动单播,未排序,否
qtv-2,QTV-2,QTV-2,待确认分组,山东移动单播,未排序,否
qtv-3,QTV-3,QTV-3,待确认分组,山东移动单播,未排序,否
qtv-4,QTV-4,QTV-4,待确认分组,山东移动单播,未排序,否
qtv-5,QTV-5,QTV-5,待确认分组,山东移动单播,未排序,否
安徽卫视,安徽卫视,安徽卫视,待标准化,山东移动单播,未排序,否
北京纪实,北京纪实,北京纪实,待标准化,山东移动单播,未排序,否
北京卫视,北京卫视,北京卫视,待标准化,山东移动单播,未排序,否
兵团卫视,兵团卫视,兵团卫视,待标准化,山东移动单播,未排序,否
电影大片,电影大片,电影大片,待标准化,山东移动单播,未排序,否
东方财经,东方财经,东方财经,待标准化,山东移动单播,未排序,否
东方卫视,东方卫视,东方卫视,待标准化,山东移动单播,未排序,否
东南卫视,东南卫视,东南卫视,待标准化,山东移动单播,未排序,否
动漫秀场,动漫秀场,动漫秀场,待标准化,山东移动单播,未排序,否
都市剧场,都市剧场,都市剧场,待标准化,山东移动单播,未排序,否
法治天地,法治天地,法治天地,待标准化,山东移动单播,未排序,否
甘肃卫视,甘肃卫视,甘肃卫视,待标准化,山东移动单播,未排序,否
广东卫视,广东卫视,广东卫视,待标准化,山东移动单播,未排序,否
广西卫视,广西卫视,广西卫视,待标准化,山东移动单播,未排序,否
贵州卫视,贵州卫视,贵州卫视,待标准化,山东移动单播,未排序,否
海南卫视,海南卫视,海南卫视,待标准化,山东移动单播,未排序,否
河北卫视,河北卫视,河北卫视,待标准化,山东移动单播,未排序,否
河南卫视,河南卫视,河南卫视,待标准化,山东移动单播,未排序,否
黑龙江卫视,黑龙江卫视,黑龙江卫视,待标准化,山东移动单播,未排序,否
湖北卫视,湖北卫视,湖北卫视,待标准化,山东移动单播,未排序,否
湖南卫视,湖南卫视,湖南卫视,待标准化,山东移动单播,未排序,否
吉林卫视,吉林卫视,吉林卫视,待标准化,山东移动单播,未排序,否
江苏卫视,江苏卫视,江苏卫视,待标准化,山东移动单播,未排序,否
江西卫视,江西卫视,江西卫视,待标准化,山东移动单播,未排序,否
金色学堂,金色学堂,金色学堂,待标准化,山东移动单播,未排序,否
金鹰纪实,金鹰纪实,金鹰纪实,待标准化,山东移动单播,未排序,否
金鹰卡通,金鹰卡通,金鹰卡通,待标准化,山东移动单播,未排序,否
劲爆体育,劲爆体育,劲爆体育,待标准化,山东移动单播,未排序,否
精彩影视,精彩影视,精彩影视,待标准化,山东移动单播,未排序,否
乐游,乐游,乐游,待标准化,山东移动单播,未排序,否
辽宁卫视,辽宁卫视,辽宁卫视,待标准化,山东移动单播,未排序,否
宁夏卫视,宁夏卫视,宁夏卫视,待标准化,山东移动单播,未排序,否
齐鲁频道,齐鲁频道,齐鲁频道,待标准化,山东移动单播,未排序,否
青海卫视,青海卫视,青海卫视,待标准化,山东移动单播,未排序,否
热血剧场,热血剧场,热血剧场,待标准化,山东移动单播,未排序,否
山东教育,山东教育,山东教育,待标准化,山东移动单播,未排序,否
山东农科,山东农科,山东农科,待标准化,山东移动单播,未排序,否
山东少儿,山东少儿,山东少儿,待标准化,山东移动单播,未排序,否
山东生活,山东生活,山东生活,待标准化,山东移动单播,未排序,否
山东体育,山东体育,山东体育,待标准化,山东移动单播,未排序,否
山东卫视,山东卫视,山东卫视,待标准化,山东移动单播,未排序,否
山东文旅,山东文旅,山东文旅,待标准化,山东移动单播,未排序,否
山东新闻,山东新闻,山东新闻,待标准化,山东移动单播,未排序,否
山东综艺,山东综艺,山东综艺,待标准化,山东移动单播,未排序,否
深圳卫视,深圳卫视,深圳卫视,待标准化,山东移动单播,未排序,否
生活时尚,生活时尚,生活时尚,待标准化,山东移动单播,未排序,否
四川卫视,四川卫视,四川卫视,待标准化,山东移动单播,未排序,否
天津卫视,天津卫视,天津卫视,待标准化,山东移动单播,未排序,否
西藏卫视,西藏卫视,西藏卫视,待标准化,山东移动单播,未排序,否
新疆卫视,新疆卫视,新疆卫视,待标准化,山东移动单播,未排序,否
游戏风云,游戏风云,游戏风云,待标准化,山东移动单播,未排序,否
云南卫视,云南卫视,云南卫视,待标准化,山东移动单播,未排序,否
浙江卫视,浙江卫视,浙江卫视,待标准化,山东移动单播,未排序,否
智慧康养,智慧康养,智慧康养,待标准化,山东移动单播,未排序,否
重庆卫视,重庆卫视,重庆卫视,待标准化,山东移动单播,未排序,否
CCTV1,CCTV-1,CCTV-1,待确认分组,上海移动单播,未排序,否
CCTV10,CCTV-10,CCTV-10,待确认分组,上海移动单播,未排序,否
CCTV11,CCTV-11,CCTV-11,待确认分组,上海移动单播,未排序,否
CCTV12,CCTV-12,CCTV-12,待确认分组,上海移动单播,未排序,否
CCTV13,CCTV-13,CCTV-13,待确认分组,上海移动单播,未排序,否
CCTV14,CCTV-14,CCTV-14,待确认分组,上海移动单播,未排序,否
CCTV15,CCTV-15,CCTV-15,待确认分组,上海移动单播,未排序,否
CCTV16,CCTV-16,CCTV-16,待确认分组,上海移动单播,未排序,否
CCTV2,CCTV-2,CCTV-2,待确认分组,上海移动单播,未排序,否
CCTV3,CCTV-3,CCTV-3,待确认分组,上海移动单播,未排序,否
CCTV4,CCTV-14,CCTV-14,待确认分组,上海移动单播,未排序,否
CCTV5,CCTV-5,CCTV-5,待确认分组,上海移动单播,未排序,否
CCTV6,CCTV-6,CCTV-6,待确认分组,上海移动单播,未排序,否
CCTV7,CCTV-7,CCTV-7,待确认分组,上海移动单播,未排序,否
CCTV8,CCTV-8,CCTV-8,待确认分组,上海移动单播,未排序,否
CETV1,CETV-1,CETV-1,待确认分组,上海移动单播,未排序,否
CETV4,CETV-4,CETV-4,待确认分组,上海移动单播,未排序,否
欢笑剧场,欢笑剧场,欢笑剧场,待标准化,上海移动单播,未排序,否
睛彩广场舞,睛彩广场舞,睛彩广场舞,待标准化,上海移动单播,未排序,否
睛彩竞技,睛彩竞技,睛彩竞技,待标准化,上海移动单播,未排序,否
睛彩篮球,睛彩篮球,睛彩篮球,待标准化,上海移动单播,未排序,否
康巴卫视,康巴卫视,康巴卫视,待标准化,上海移动单播,未排序,否
五星体育,五星体育,五星体育,待标准化,上海移动单播,未排序,否
90210,90210,90210,待确认分组,网络源,未排序,否
&flix (480p),Flix,Flix,待确认分组,网络源,未排序,否
&TV (1080p),TV!,TV!,待确认分组,网络源,未排序,否
[BD]12 канал,[BD]12 канал,[BD]12 канал,待标准化,网络源,未排序,否
[BD]24 kanal,24 Kanal,24 Kanal,待确认分组,网络源,未排序,否
[BD]24/7 canal de noticias,24/7 Canal De Noticias,24/7 Canal De Noticias,待确认分组,网络源,未排序,否
[BD]2m monde plus 1[geo-blocked],[BD]2m monde plus 1[geo-blocked],[BD]2m monde plus 1[geo-blocked],待标准化,网络源,未排序,否
[BD]324 tv,[BD]324 tv,[BD]324 tv,待标准化,网络源,未排序,否
[BD]33 канал,[BD]33 канал,[BD]33 канал,待标准化,网络源,未排序,否
[BD]360° подмосковье,360,360,待确认分组,网络源,未排序,否
[BD]3abn international network,[BD]3abn international network,[BD]3abn international network,待标准化,网络源,未排序,否
[BD]3说电影,[BD]3说电影,[BD]3说电影,待标准化,网络源,未排序,否
[BD]4 kurd,4Kurd,4Kurd,待确认分组,网络源,未排序,否
[BD]4k travel,[BD]4k travel,[BD]4k travel,待标准化,网络源,未排序,否
[BD]4k travel[geo-blocked],[BD]4k travel[geo-blocked],[BD]4k travel[geo-blocked],待标准化,网络源,未排序,否
[BD]4k南国都市,[BD]4k南国都市,[BD]4k南国都市,待标准化,网络源,未排序,否
[BD]5 star max usa *s[geo-blocked],[BD]5 star max usa *s[geo-blocked],[BD]5 star max usa *s[geo-blocked],待标准化,网络源,未排序,否
[BD]7 канал,[BD]7 канал,[BD]7 канал,待标准化,网络源,未排序,否
[BD]9x jalwa[geo-blocked],9X Jalwa,9X Jalwa,待确认分组,网络源,未排序,否
[BD]abp news,Abp News,Abp News,待确认分组,网络源,未排序,否
[BD]abu dhabi emirates,Abu Dhabi Emirates,Abu Dhabi Emirates,待确认分组,网络源,未排序,否
[BD]abu dhabi sports 2,Abu Dhabi Sports 2,Abu Dhabi Sports 2,待确认分组,网络源,未排序,否
[BD]abu dhabi sports 2 (1080p),Abu Dhabi Sports 2,Abu Dhabi Sports 2,待确认分组,网络源,未排序,否
[BD]abu dhabi tv,Abu Dhabi Tv,Abu Dhabi Tv,待确认分组,网络源,未排序,否
[BD]action (fr) *s[geo-blocked],Action,Action,待确认分组,网络源,未排序,否
[BD]action hollywood movies,[BD]action hollywood movies,[BD]action hollywood movies,待标准化,网络源,未排序,否
[BD]aflam,Aflam,Aflam,待确认分组,网络源,未排序,否
[BD]africa 24,Africa 24,Africa 24,待确认分组,网络源,未排序,否
[BD]africa 24 ᴴᴰ,Africa 24,Africa 24,待确认分组,网络源,未排序,否
[BD]africa 24 sport,Africa 24 Sport,Africa 24 Sport,待确认分组,网络源,未排序,否
[BD]agro tv,Agro Tv,Agro Tv,待确认分组,网络源,未排序,否
[BD]al alaraby,[BD]al alaraby,[BD]al alaraby,待标准化,网络源,未排序,否
[BD]al arabiya,Alarabiya,Alarabiya,待确认分组,网络源,未排序,否
[BD]al arabiya business,Al Arabiya Business,Al Arabiya Business,待确认分组,网络源,未排序,否
[BD]al horreya tv,Al Horreya Tv,Al Horreya Tv,待确认分组,网络源,未排序,否
[BD]al jazeera,Al Jazeera,Al Jazeera,待确认分组,网络源,未排序,否
[BD]al jazeera mubasher,Al Jazeera Mubasher,Al Jazeera Mubasher,待确认分组,网络源,未排序,否
[BD]al jazeera mubasher 2,Al Jazeera Mubasher 24,Al Jazeera Mubasher 24,待确认分组,网络源,未排序,否
[BD]al jazeera mubasher 24,Al Jazeera Mubasher 24,Al Jazeera Mubasher 24,待确认分组,网络源,未排序,否
[BD]al jazeera mubasher[geo-blocked],Al Jazeera Mubasher,Al Jazeera Mubasher,待确认分组,网络源,未排序,否
[BD]al jazeera news,[BD]al jazeera news,[BD]al jazeera news,待标准化,网络源,未排序,否
[BD]al jazeera العربية,Al Jazeera,Al Jazeera,待确认分组,网络源,未排序,否
[BD]al qamar tv,Al Qamar Tv,Al Qamar Tv,待确认分组,网络源,未排序,否
[BD]al rayyan old tv,Al Rayyan Old Tv,Al Rayyan Old Tv,待确认分组,网络源,未排序,否
[BD]al shallal tv,Al Shallal Tv,Al Shallal Tv,待确认分组,网络源,未排序,否
[BD]al taghier,[BD]al taghier,[BD]al taghier,待标准化,网络源,未排序,否
[BD]alb uk,[BD]alb uk,[BD]alb uk,待标准化,网络源,未排序,否
[BD]altv,Altv,Altv,待确认分组,网络源,未排序,否
[BD]amc,Amc,Amc,待确认分组,网络源,未排序,否
[BD]amc thrillers,Amc Thrillers,Amc Thrillers,待确认分组,网络源,未排序,否
[BD]amc thrillers =,Amc Thrillers,Amc Thrillers,待确认分组,网络源,未排序,否
[BD]amc thrillers ==[geo-blocked],Amc Thrillers,Amc Thrillers,待确认分组,网络源,未排序,否
[BD]america television,America Television,America Television,待确认分组,网络源,未排序,否
[BD]anadolu net tv,Anadolu Net Tv,Anadolu Net Tv,待确认分组,网络源,未排序,否
[BD]angel tv india,[BD]angel tv india,[BD]angel tv india,待标准化,网络源,未排序,否
[BD]animal planet,Animal Planet,Animal Planet,待确认分组,网络源,未排序,否
[BD]animal planet *m[geo-blocked],Animal Planet,Animal Planet,待确认分组,网络源,未排序,否
[BD]animation,[BD]animation,[BD]animation,待标准化,网络源,未排序,否
[BD]animax[geo-blocked],Animax,Animax,待确认分组,网络源,未排序,否
[BD]antena 3,Antena 3,Antena 3,待确认分组,网络源,未排序,否
[BD]arena sport 1,Arena Sport 1,Arena Sport 1,待确认分组,网络源,未排序,否
[BD]arena sport 2,Arena Sport 2,Arena Sport 2,待确认分组,网络源,未排序,否
[BD]arena sport 3,Arena Sport 3,Arena Sport 3,待确认分组,网络源,未排序,否
[BD]arena sport 4,Arena Sport 4,Arena Sport 4,待确认分组,网络源,未排序,否
[BD]arirang,[BD]arirang,[BD]arirang,待标准化,网络源,未排序,否
[BD]arirang tv,Arirang Tv,Arirang Tv,待确认分组,网络源,未排序,否
[BD]arirang tv un,[BD]arirang tv un,[BD]arirang tv un,待标准化,网络源,未排序,否
[BD]armenia 1,Armenia 1,Armenia 1,待确认分组,网络源,未排序,否
[BD]arutz 10,[BD]arutz 10,[BD]arutz 10,待标准化,网络源,未排序,否
[BD]asharq news,Asharq News,Asharq News,待确认分组,网络源,未排序,否
[BD]asianet,Asianet,Asianet,待确认分组,网络源,未排序,否
[BD]atreseries internacional,Atreseries Internacional,Atreseries Internacional,待确认分组,网络源,未排序,否
[BD]attica tv,Attica Tv,Attica Tv,待确认分组,网络源,未排序,否
[BD]aura,[BD]aura,[BD]aura,待标准化,网络源,未排序,否
[BD]azstar tv,Az Star Tv,Az Star Tv,待确认分组,网络源,未排序,否
[BD]azstartv,Az Star Tv,Az Star Tv,待确认分组,网络源,未排序,否
[BD]azteca internacional,Azteca Internacional,Azteca Internacional,待确认分组,网络源,未排序,否
[BD]b4u movies,B4U Movies,B4U Movies,待确认分组,网络源,未排序,否
